0,0,0,1,0,1,0,1,0,1,0,0.0049261,0.045455,0,0.0055556,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.042553,0
0,0,0,1,0,0,1,1,1,0,0,0.041872,0.51136,0.83333,0.1,0,1,0,0,1,0,0,0.5,0.75,1,1,1,1,1,0,0,0.25,0.33333,0,0,0.25,0,0,0,0.14286,0,0,0.5,1,1,0.55319,0
0,0,0.5,1,1,0,0,1,1,0,0,0.05665,0.31818,0,0.76667,0,0,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.33333,0.25,0,0.2,0,0.14286,0,0,0.5,1,0,0.53191,0
0,1,1,1,0,0,1,1,1,0,0,0.14532,0,0.83333,0.2,0.82353,1,0,0,1,0,0,0,0.5,1,1,1,1,1,0,0,0.25,0.66667,0.66667,0,0.5,0.6,0,0,0.57143,0,0,0.16667,1,1,0.48936,0
0,0,0,1,0,0,1,1,0,0,1,0.44089,0,0.16667,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0.2,0,0.28571,0,0,0.16667,1,1,0.7234,0
0,0,0,1,0,1,0,1,1,0,0,0.14532,0,0,0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.33333,0,0,0.5,0.2,0,0,0.14286,0,0,0.33333,1,0,0.48936,0
0,0,0,1,0,1,0,0,1,1,0,0.2931,0,0,0.13333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,1,0,0.51064,0
0,0,0,1,1,0,0,1,1,0,0,0.11084,0.037879,0,0.11667,0,0,1,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0,0.4,0.2,0,0.28571,0,0,1,1,0,0.21277,0
0,0,0,1,0,1,0,1,1,0,0,0.012315,0.090909,0,0.26667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.83333,1,0,0.3617,0
0,0,0,1,0,0,1,0,1,1,0,0.14532,0,0,0.019444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14894,0
0,0,0,1,0,0,1,1,0,1,0,0.027094,0.090909,0,0.066667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0.4,0,0,0.14286,0,0,0.16667,0,0,0.042553,0
0,0,0,1,0,0,1,1,0,0,1,0.47044,0,0.5,0.13333,0.70588,1,0,0,1,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.5,1,1,0.51064,0
