34146,0,0,0,1,1,0,0,1,0,0,1,0.85468,0,0,0.23333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0.78723,0,1
26810,1,0.3292,1,1,1,0,0,1,0,1,0,0.44089,0,0,0.63333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,1,0,0.7234,0,1
7377,0,0,0,1,0,1,0,1,0,1,0,0.0073892,0.90909,0,0.11667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0.5,0.2,0,0,0.14286,0,0,0.16667,1,0,0.2766,0,1
13330,0,0,0,1,1,0,0,1,0,0,1,0.56897,0,0,0.53333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0.2,0,0,0.14286,0,0,0,1,0,0.7234,0,1
7113,0,0,0,1,0,1,0,1,0,1,0,0.041872,0.022727,0,0.18333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,1,0,0.53191,0,1
31991,0,0,0,1,0,1,0,1,1,0,0,0.019704,0.40909,0,0.05,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.33333,0,0,0.5,0.2,0.2,0,0.42857,0,0,0.5,1,0,0.25532,0,1
32105,0,0,0,1,1,0,0,1,1,0,0,0.1601,0.022727,0,0.13611,0,1,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.16667,1,0,0.29787,0,1
16762,0,0,0,1,1,0,0,1,1,0,0,0.029557,0.10606,0,0.038889,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66667,0.25,0,0.6,0,0.28571,0,0,0.33333,1,0,0.21277,0,1
19131,0,0,0,1,1,0,0,1,0,0,1,0.2931,0,0,0.5,0,0,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,1,0,0.57447,0,1
38965,0,0,0,1,1,0,0,1,0,1,0,0.086207,0,0,0.083333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,1,0,0.10638,0,1
34791,0,0,0,1,0,1,0,1,0,1,0,0.14532,0,0,0.033333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,1,0,0.23404,0,1
6703,0,0,0,1,1,0,0,1,0,1,0,0.2931,0,0,0.019444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33333,0,0,0.82979,0,1
27392,0,0,0,1,0,1,0,1,0,1,0,0.019704,0.022727,0,0.033333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.33333,1,0,0.5,0.6,0,0,0.57143,0,0,0.16667,1,0,0.042553,0,1
8030,0,0,0,1,0,0,1,1,1,0,0,0.11576,0.11364,0.055556,0.16667,0.82353,1,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.16667,1,1,0.38298,0,1
38715,0,0.35944,0.5,1,1,0,0,1,1,0,0,0.11576,0,0,0.16667,0,1,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.33333,1,0,0.57447,0,1
30976,0,0,0,1,0,0,1,1,0,1,0,0.0098522,0.41667,0.22222,0.013889,0.4902,1,0,0,1,0,0,0.5,0,1,1,1,1,1,0,0,0.5,0.66667,0.33333,0,0.5,0.2,0,0,0.42857,0,0,0.16667,1,1,0.042553,0,1
34140,0,0,0,1,1,0,0,1,1,0,0,0.059113,0.098485,0,0.49167,0,1,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0.6,0,0.28571,0,0,0.5,1,0,0.42553,0,1
3041,0,0,0.5,1,0,0,1,1,0,0,1,0.58867,0,0,0.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0.2,0.2,0,0.14286,0,0,0.83333,1,0,0.76596,0,1
34132,0,0,0,1,0,1,0,1,0,1,0,0.041872,0.056818,0,0.075,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.25,1,1,0.33333,1,0,0.25,1,0,0,1,0,0,0.16667,1,0,0.14894,0,1
